TITLE,OPEN_DT,CMT_SCORE
그레이트 월,2017-02-15,0.043
노예 12년,2014-02-27,-0.0903
아부의 왕,2012-06-21,0.1319
캐치미,2013-12-18,0.1052
무서운 이야기 2,2013-06-05,0.0027
불량남녀,2010-11-04,0.1373
스타 이즈 본,2018-10-09,0.3235
곰돌이 푸 다시 만나 행복해,2018-10-03,0.098
레드,2010-11-03,0.141
또 하나의 약속,2014-02-06,-0.0036
카3: 새로운 도전,2017-07-13,0.2234
침묵,2017-11-02,0.0818
해어화,2016-04-13,-0.0446
계춘할망,2016-05-19,0.1054
소녀괴담,2014-07-02,-0.0385
조선미녀삼총사,2014-01-29,0.0186
친정엄마,2010-04-22,0.0775
넛잡: 땅콩 도둑들,2014-01-29,0.1139
"로봇, 소리",2016-01-27,0.0743
트리플 엑스 리턴즈,2017-02-08,0.0929
변산,2018-07-04,0.2308
위험한 상견례 2,2015-04-29,0.0907
잠베지아: 신비한 나무섬의 비밀,2012-12-25,0.2632
슈퍼 에이트,2011-06-16,0.0292
카운트다운,2011-09-29,0.0708
식객2 : 김치전쟁,2010-01-28,0.0037
명탐정 코난 : 화염의 해바라기,2015-08-05,0.0603
리얼,2017-06-28,0.0
적인걸: 측천무후의 비밀,2010-10-06,0.1053
페이스메이커,2012-01-18,0.0895
글래스,2019-01-17,0.0875
마담 뺑덕,2014-10-02,0.0249
카 2,2011-07-20,0.0909
너의 췌장을 먹고 싶어,2017-10-25,-0.1465
순수의 시대,2015-03-05,0.0
생텀,2011-02-10,-0.0565
락아웃: 익스트림미션,2012-06-14,0.1136
언스토퍼블,2010-11-10,0.1096
라이프,2017-04-05,-0.0312
동네사람들,2018-11-07,0.0395
세 얼간이,2011-08-18,0.0099
노브레싱,2013-10-30,0.0328
원더풀 고스트,2018-09-26,0.1364
클라우드 아틀라스,2013-01-09,0.0242
히든 피겨스,2017-03-23,0.2493
대한민국 1%,2010-05-05,-0.0445
빅쇼트,2016-01-21,0.0288
파라노말 액티비티,2010-01-13,-0.0642
반드시 잡는다,2017-11-29,0.0304
헌츠맨: 윈터스 워,2016-04-13,-0.0577
익스펜더블 2,2012-09-06,-0.037
밀레니엄 : 여자를 증오한 남자들,2012-01-11,0.0
"울지마, 톤즈",2010-09-09,0.0757
워리어스 웨이,2010-12-01,0.0302
시즌 오브 더 위치: 마녀 호송단,2011-01-13,0.2051
원라인,2017-03-29,0.2074
"협녀, 칼의 기억",2015-08-13,-0.0129
터닝메카드W: 블랙미러의 부활,2017-01-18,0.1515
창수,2013-11-28,-0.0063
랭고,2011-03-03,0.087
오피스,2015-09-03,-0.1085
모비딕,2011-06-09,0.1111
두 개의 달,2012-07-12,-0.0488
다이버전트,2014-04-16,0.2013
티끌모아 로맨스,2011-11-10,0.061
신이 보낸 사람,2014-02-13,-0.03
흥부: 글로 세상을 바꾼 자,2018-02-14,0.0428
그린 북,2019-01-09,0.3636
무뢰한,2015-05-27,0.015
해피 데스데이 2 유,2019-02-14,-0.0625
킹 아서: 제왕의 검,2017-05-17,0.0922
주온 : 끝의 시작,2014-07-16,0.0
극장판 공룡메카드: 타이니소어의 섬,2019-01-10,0.1176
러빙 빈센트,2017-11-09,0.2391
넛잡 2,2017-10-03,0.241
니코: 산타비행단의 모험,2012-12-25,0.2094
나의 소녀시대,2016-05-12,0.2064
섹스 앤 더 시티 2,2010-06-10,0.0811
좋은 친구들,2014-07-10,0.0104
아메리칸 메이드,2017-09-14,0.0693
아스트로 보이-아톰의 귀환,2010-01-13,0.1307
닌자터틀,2014-08-28,0.0968
익스펜더블,2010-08-19,-0.0268
사랑이 무서워,2011-03-10,0.1311
몬스터 패밀리,2017-12-21,0.1599
명탐정 코난 : 이차원의 저격수,2014-08-06,0.0816
명탐정 코난 : 제로의 집행인,2018-08-08,0.2113
명탐정 코난 : 수평선상의 음모,2013-08-07,0.0238
피터 래빗,2018-05-16,0.5
론 레인저,2013-07-04,0.0514
내 심장을 쏴라,2015-01-28,0.0859
나의 독재자,2014-10-30,0.0297
천재 강아지 미스터 피바디,2014-04-24,0.1362
크로니클,2012-03-15,0.2561
보통사람,2017-03-23,0.0246
소수의견,2015-06-24,-0.0673
트론: 새로운 시작,2010-12-29,0.0881
내 이름은 칸,2011-03-24,0.0298
대장 김창수,2017-10-19,-0.0785
스토커,2013-02-28,0.0317
공자 춘추전국시대,2010-02-11,0.0
프롬 파리 위드 러브,2010-03-11,0.25
컨트롤러,2011-03-03,0.1111
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,0.5079
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,0.0852
그레이의 50가지 그림자,2015-02-26,0.0934
파라노말 액티비티 2,2010-10-21,-0.0844
레드 라이딩 후드,2011-03-17,0.1104
홈,2015-05-21,0.5294
블라인드 사이드,2010-04-15,0.181
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,0.1271
클로버필드 10번지,2016-04-07,0.0301
경성학교: 사라진 소녀들,2015-06-18,0.1161
어쌔신 크리드,2017-01-11,0.0317
플립,2017-07-12,0.048
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,0.3222
석조저택 살인사건,2017-05-09,0.1522
커플즈,2011-11-02,0.2797
미드나잇 인 파리,2012-07-05,0.4364
싱글라이더,2017-02-22,-0.0231
그녀,2014-05-22,0.0401
오즈 그레이트 앤드 파워풀,2013-03-07,0.1067
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,0.0819
7호실,2017-11-15,0.1187
치외법권,2015-08-27,0.0248
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,0.0119
링컨: 뱀파이어 헌터,2012-08-30,-0.0182
아메리칸 스나이퍼,2015-01-14,0.07
러브 유어셀프 인 서울,2019-01-26,-0.0476
숲속으로,2014-12-24,0.1806
하이힐,2014-06-03,0.1095
음치 클리닉,2012-11-29,0.068
맨발의 꿈,2010-06-24,0.22
허스토리,2018-06-27,-0.1882
패딩턴 2,2018-02-08,0.4646
늑대아이,2012-09-13,0.0672
내 사랑,2017-07-12,0.1692
미나문방구,2013-05-16,0.0153
남영동1985,2012-11-22,-0.1154
에베레스트,2015-09-24,-0.0396
위자: 저주의 시작,2016-11-09,-0.0667
무서운 이야기,2012-07-25,-0.0133
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,0.2409
선 오브 갓,2014-04-10,0.0038
링컨 차를 타는 변호사,2011-06-16,0.2941
잭 라이언 : 코드네임 쉐도우,2014-01-16,0.2427
미드나잇 선,2018-06-21,0.7059
스폰지밥 3D,2015-02-18,0.1229
사랑하기 때문에,2017-01-04,0.2134
희생부활자,2017-10-12,0.0556
옥자,2017-06-29,0.023
블레이드 러너 2049,2017-10-12,0.0349
극적인 하룻밤,2015-12-03,0.1809
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,0.1111
아기배달부 스토크,2016-12-07,0.2297
뮨: 달의 요정,2015-09-24,0.3778
빅풋 주니어,2017-08-09,0.3034
검우강호,2010-10-14,0.0745
도리화가,2015-11-25,0.0277
세상에서 가장 아름다운 이별,2011-04-20,0.0962
레드카펫,2014-10-23,0.1673
미녀와 야수,2014-06-18,0.2545
캐롤,2016-02-04,0.2083
차이니즈 조디악,2013-02-27,0.0183
번 더 스테이지: 더 무비,2018-11-15,0.117
마이 블랙 미니드레스,2011-03-24,0.1442
비행기 2: 소방구조대,2014-08-13,0.3
트루스 오어 데어,2018-05-22,-0.2128
주피터 어센딩,2015-02-05,0.0651
위대한 소원,2016-04-21,0.1291
가디언의 전설,2010-10-28,0.1287
빌리와 용감한 녀석들 2,2013-02-21,0.0909
덕구,2018-04-05,0.1803
개를 훔치는 완벽한 방법,2014-12-31,0.191
패딩턴,2015-01-07,0.2509
빌리와 용감한 녀석들 3D,2012-08-08,0.25
프랑켄슈타인: 불멸의 영웅,2014-02-06,-0.0078
오즈의 마법사: 돌아온 도로시,2015-02-12,0.439
위험한 관계,2012-10-11,0.1122
스포트라이트,2016-02-24,0.1348
구스범스,2016-01-14,0.026
로렉스,2012-05-03,0.2969
모모와 다락방의 수상한 요괴들,2012-07-05,0.1385
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011-12-22,0.0348
이스케이프 플랜,2013-12-05,0.1083
베스트 키드,2010-06-10,0.1325
"러브, 로지",2014-12-10,0.3604
더 그레이,2012-02-16,-0.1282
런 올 나이트,2015-03-19,0.0794
혼숨,2016-10-26,0.0261
커뮤터,2018-01-24,0.1186
후드,2018-11-28,0.0
신데렐라:마법 반지의 비밀,2019-02-20,0.3077
네버엔딩 스토리,2012-01-18,0.1313
다이노 타임,2015-04-30,0.3125
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,0.2302
프레데터스,2010-08-26,0.061
오큘러스,2014-05-29,-0.1379
극장판 안녕 자두야,2016-05-04,0.0968
사랑에 대한 모든 것,2014-12-10,0.1515
존 윅 - 리로드,2017-02-22,0.0906
우리는 동물원을 샀다,2012-01-18,0.2245
눈의 여왕,2013-02-07,0.2235
목소리의 형태,2017-05-09,0.0452
바울,2018-10-31,0.2381
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012-04-26,0.0938
울프맨,2010-02-11,0.0893
가비,2012-03-15,0.0725
롤러코스터,2013-10-17,0.0877
헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,0.0364
상하이,2011-01-27,0.1294
모털 엔진,2018-12-05,0.0133
친구와 연인사이,2011-02-10,0.125
파이스토리 : 악당상어 소탕작전,2013-01-10,0.4206
19곰 테드,2012-09-27,0.0909
백 투 더 비기닝,2015-02-26,0.1471
저스틴,2013-12-31,0.1739
극장판 도라에몽: 진구의 인어대해전,2010-07-28,0.1518
나를 차버린 스파이,2018-08-22,0.2
마야,2014-09-04,0.7703
악질경찰,2019-03-20,0.0172
스파이 브릿지,2015-11-05,0.1378
원더,2017-12-27,0.2736
장고:분노의 추적자,2013-03-21,0.0
공범자들,2017-08-17,-0.0954
함정,2015-09-10,-0.068
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,0.0524
파이널 데스티네이션5,2011-09-08,-0.0494
쓰리 데이즈,2010-12-22,0.1328
언브로큰,2015-01-07,0.0341
카우보이 & 에이리언,2011-08-11,0.0278
기묘한 가족,2019-02-13,0.3023
밤의 여왕,2013-10-17,0.1723
노벰버 맨,2014-10-16,0.1279
비밀은 없다,2016-06-23,0.0231
소셜포비아,2015-03-12,0.3488
월 스트리트: 머니 네버 슬립스,2010-10-21,0.0952
적과의 동침,2011-04-27,0.1181
툼스톤,2014-09-18,0.0388
캡틴 필립스,2013-10-23,0.0329
창문 넘어 도망친 100세 노인,2014-06-18,0.1462
아이 필 프리티,2018-06-06,0.275
서약,2012-03-14,0.5333
미옥,2017-11-09,0.0505
하늘을 걷는 남자,2015-10-28,0.25
사랑은 너무 복잡해,2010-03-11,0.6364
그레이스 오브 모나코,2014-06-18,0.3393
줄리아의 눈,2011-03-31,-0.0073
레고 무비,2014-02-06,0.0513
세이빙 산타,2013-12-19,0.1003
닌자터틀 : 어둠의 히어로,2016-06-16,0.18
비행기,2013-12-19,0.1348
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,0.2043
드림 쏭,2016-09-14,0.1437
강철대오:구국의 철가방,2012-10-25,0.0968
어느날,2017-04-05,0.1647
폐가,2010-08-19,-0.0077
인플루언스,2010-08-19,0.1207
시카리오: 데이 오브 솔다도,2018-06-27,-0.0106
순정,2016-02-24,0.0831
포스 카인드,2010-02-25,-0.1361
치즈인더트랩,2018-03-14,0.1111
컨테이젼,2011-09-22,0.0217
쓰리데이즈 투 킬,2014-04-03,0.2146
캐빈 인 더 우즈,2012-06-28,-0.0465
딥,2017-10-03,0.2367
극장판 루팡 3세 VS 명탐정 코난,2014-05-29,0.0902
잡스,2013-08-29,0.0428
분노의 윤리학,2013-02-21,0.1118
괴물의 아이,2015-11-25,0.1111
한공주,2014-04-17,-0.0347
메리 포핀스 리턴즈,2019-02-14,0.2727
12 솔져스,2018-01-31,0.1134
알파 앤 오메가,2011-02-24,0.1167
일라이,2010-04-15,-0.1008
마마,2011-06-01,-0.0161
시,2010-05-13,0.3265
헤라클레스 : 레전드 비긴즈,2014-04-10,0.0078
노미오와 줄리엣,2011-04-14,0.0966
언프렌디드: 친구삭제,2015-05-07,-0.056
노아의 방주: 남겨진 녀석들,2015-04-30,0.1885
1급기밀,2018-01-24,0.0448
50가지 그림자: 해방,2018-02-21,0.1698
나는 공무원이다,2012-07-12,0.1515
속닥속닥,2018-07-13,-0.0392
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013-04-25,0.0827
메카닉,2011-02-24,0.045
원피스 필름 골드,2016-12-08,0.1171
송 포 유,2013-04-18,0.2719
그린랜턴: 반지의 선택,2011-06-16,0.0141
루돌프와 많이있어,2016-12-28,0.1687
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,0.2395
벽 속에 숨은 마법시계,2018-10-31,0.35
허리케인 하이스트,2018-03-14,0.0588
독수리 에디,2016-04-07,0.2523
한 솔로: 스타워즈 스토리,2018-05-24,0.0424
덤보,2019-03-27,0.0
아이 엠 어 히어로,2016-09-21,-0.0135
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",2014-10-02,0.3333
연애의 맛,2015-05-07,0.268
러블리 본즈,2010-02-25,-0.0888
내니맥피 2: 유모와마법소동,2010-08-11,0.1205
자칼이 온다,2012-11-15,0.028
한나,2011-04-14,0.1034
덕수리 5형제,2014-12-04,0.1895
테드: 황금도시 파이티티를 찾아서,2012-09-20,0.1765
코알라 키드 : 영웅의 탄생,2012-01-12,0.1523
버드맨,2015-03-05,-0.0112
남과 여,2016-02-25,0.0117
비포 미드나잇,2013-05-22,0.0842
어쌔신: 더 비기닝,2017-12-07,0.2325
원 데이,2012-12-13,0.1108
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,0.0921
굿모닝 에브리원,2011-03-17,0.4189
발레리나,2017-02-09,0.551
페스티발,2010-11-18,0.1736
언더월드 4: 어웨이크닝,2012-02-22,0.2366
꼬마 니콜라,2010-01-28,0.1258
콜 미 바이 유어 네임,2018-03-22,0.1338
코쿠리코 언덕에서,2011-09-29,0.0833
엣지 오브 다크니스,2010-06-02,-0.0357
스누피: 더 피너츠 무비,2015-12-24,0.2605
언니,2019-01-01,0.0685
그린 호넷,2011-01-27,0.1849
극장판 포켓몬스터 모두의 이야기,2018-12-19,0.5484
투혼,2011-10-06,0.0568
"무현, 두 도시 이야기",2016-10-26,0.038
언더독,2019-01-16,0.1769
덤 앤 더머 투,2014-11-27,0.0766
디어 존,2010-03-04,0.1739
응징자,2013-10-30,0.0508
나미야 잡화점의 기적,2018-02-28,0.0178
쥴리의 육지 대모험,2011-09-08,0.0333
보이후드,2014-10-23,0.7222
컬러풀 웨딩즈,2014-10-16,0.4528
업그레이드,2018-09-06,0.0685
글로리데이,2016-03-24,0.0569
프리즈너스,2013-10-02,0.0556
런닝맨 : 풀룰루의 역습,2018-12-05,0.8214
기생수 파트1,2015-02-26,0.0389
팬,2015-10-08,0.2907
해피 피트 2,2012-02-02,0.2857
더 셰프,2015-11-05,0.3253
우상,2019-03-20,-0.1319
마이 리틀 히어로,2013-01-09,0.137
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2018-06-06,0.2676
명탐정 코난 : 탐정들의 진혼가,2014-02-13,0.0515
극장판 도라에몽: 진구의 보물섬,2018-08-15,0.7568
바니버디,2011-07-20,0.2128
유령작가,2010-06-02,0.4375
백악관 최후의 날,2013-06-05,-0.0549
해양경찰 마르코,2013-02-14,0.1353
로마 위드 러브,2013-04-18,0.2377
127시간,2011-02-17,0.0625
레전드,2015-12-10,0.1905
핵소 고지,2017-02-22,0.0036
아빠가 여자를 좋아해,2010-01-14,0.1007
허트 로커,2010-04-22,0.0
문라이트,2017-02-22,-0.0083
유전,2018-06-07,-0.1154
명탐정 코난:은빛 날개의 마술사,2013-01-24,0.0156
더 로드,2010-01-07,0.1014
채비,2017-11-09,0.0604
"나는 내일, 어제의 너와 만난다",2017-10-12,0.0879
톱스타,2013-10-24,0.1951
부활,2016-03-17,-0.0196
업사이드 다운,2012-11-08,0.1333
론 서바이버,2014-04-02,-0.0515
어느 가족,2018-07-26,0.4242
발렌타인 데이,2010-02-11,0.3117
장난스런 키스,2019-03-27,0.3333
아빠를 빌려드립니다,2014-11-20,0.1449
자전차왕 엄복동,2019-02-27,-0.0197
조이,2016-03-10,0.1986
더 프레데터,2018-09-12,-0.03
예수는 역사다,2017-07-13,0.0545
19곰 테드 2,2015-06-25,0.1412
그랑프리,2010-09-16,0.1022
대배우,2016-03-30,0.1739
매직브러시,2016-05-04,0.25
라스트베가스,2014-05-08,0.2938
렛 미 인,2010-11-18,0.1173
노리개,2013-04-18,-0.0336
나는 아빠다,2011-04-14,0.0733
비밀애,2010-03-25,0.1321
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,0.2691
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014-09-04,0.28
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012-07-25,0.1935
스플라이스,2010-07-01,-0.026
킬러 엘리트,2011-09-22,0.1887
김복남 살인사건의 전말,2010-09-02,-0.0536
세이프 하우스,2012-02-29,0.2069
무법자,2010-03-18,-0.08
다크아워,2012-01-05,0.1364
더 페이버릿: 여왕의 여자,2019-02-21,0.2941
아메리칸 울트라,2015-08-27,0.251
트랜스포터: 리퓰드,2015-10-15,0.0239
빅,2016-07-27,0.1821
더 큐어,2017-02-15,-0.0583
더 자이언트,2013-02-21,0.2143
회복,2010-01-14,0.3182
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,-0.1111
어브덕션,2011-09-29,-0.0563
써커 펀치,2011-04-07,0.0435
빨간모자의 진실 2,2011-07-13,0.05
아메리칸 허슬,2014-02-20,0.1149
아토믹 블론드,2017-08-30,0.1557
레고 닌자고 무비,2017-09-28,0.0222
최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,0.3824
크레이지 리치 아시안,2018-10-25,0.5667
킥 애스: 영웅의 탄생,2010-04-22,0.0
폴리스 스토리 2014,2014-01-29,0.1118
더 레이븐,2012-07-05,0.0
시카리오: 암살자의 도시,2015-12-03,0.125
익스펜더블 3,2014-08-20,-0.0367
아메리칸 셰프,2015-01-07,0.2976
히든 카드,2013-09-26,0.1186
달빛궁궐,2016-09-07,0.0456
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,0.0116
다운사이징,2018-01-11,0.1596
비정규직 특수요원,2017-03-16,0.0758
워킹걸,2015-01-07,-0.0244
레고 배트맨 무비,2017-02-09,0.1774
미스컨덕트,2016-03-30,0.0789
서울역,2016-08-17,-0.0147
크레이지,2010-04-08,-0.0891
웨딩드레스,2010-01-14,0.0612
원피스 극장판: 스트롱 월드,2010-02-11,-0.0227
13시간,2016-03-03,0.0648
철의 여인,2012-02-23,0.0714
안나 카레니나,2013-03-21,0.1598
헬프,2011-11-03,0.1695
지슬 - 끝나지 않은 세월2,2013-03-21,-0.0912
장난감이 살아있다,2016-09-07,0.2222
우먼 인 골드,2015-07-09,0.2778
은밀한 유혹,2015-06-04,0.0672
가시,2014-04-10,0.0576
극장판 또봇: 로봇군단의 습격,2017-04-27,0.1542
마담 프루스트의 비밀정원,2014-07-24,0.7273
극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,0.224
나를 기억해,2018-04-19,0.4082
화장,2015-04-09,0.083
아르고,2012-10-31,0.1899
500일의 썸머,2010-01-21,0.1835
블루 재스민,2013-09-25,0.4032
가버나움,2019-01-24,-0.1324
플로렌스,2016-08-24,0.3497
액트 오브 밸러: 최정예 특수부대,2012-02-29,0.0569
나이트메어,2010-05-20,0.0484
빅샤크: 매직체인지,2018-06-27,0.0
극장판 도라에몽: 진구와 철인군단 날아라 천사들,2011-07-28,0.1557
데이브레이커스,2010-03-18,0.0345
더 포스트,2018-02-28,0.1111
극장판파워레인저 엔진포스VS 와일드스피릿,2010-01-07,0.1746
50/50,2011-11-24,0.1622
더 퍼지,2013-11-06,-0.1116
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,0.2342
파이터,2011-03-10,0.1528
워터 디바이너,2015-01-28,0.243
링컨,2013-03-14,0.078
제 5침공,2016-02-25,0.0842
제인 에어,2011-04-20,0.2368
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,0.2345
로빈슨 크루소,2016-09-07,0.2159
로마의 휴일,2017-08-30,0.0891
대니쉬 걸,2016-02-17,0.0367
비스틀리,2011-03-17,0.1864
나의 절친 악당들,2015-06-25,0.0726
카운슬러,2013-11-14,0.0561
죽이고 싶은,2010-08-26,0.0417
오션월드 3D,2010-08-11,0.0244
리딕,2013-11-28,-0.0303
오늘,2011-10-27,0.1188
심야식당,2015-06-18,0.2667
파라노말 액티비티 3,2011-10-20,-0.0708
22 블렛,2010-10-14,0.0909
두 여자,2010-11-18,0.087
스트리트댄스,2010-06-16,0.15
자백,2016-10-13,-0.1082
맨홀,2014-10-08,-0.0249
클로이,2010-02-25,0.1364
명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,0.0837
뮬란: 전사의 귀환,2010-09-02,0.0881
버틀러: 대통령의 집사,2013-11-28,0.2692
솔로몬 케인,2010-03-25,0.0833
눈길,2017-03-01,0.2025
카페 소사이어티,2016-09-14,0.6129
마이 리틀 자이언트,2016-08-10,0.1867
저수지 게임,2017-09-07,-0.1391
꾸뻬씨의 행복여행,2014-11-27,0.2448
삼국지: 명장 관우,2011-05-19,0.0173
시간위의 집,2017-04-05,0.0081
마이펫 오지,2017-02-16,0.3394
러시 : 더 라이벌,2013-10-09,0.2336
마법천자문: 대마왕의 부활을 막아라,2010-08-19,0.0278
썬더일레븐 극장판 : 최강군단 오우거의 습격,2011-05-05,0.0828
"서서평, 천천히 평온하게",2017-04-26,0.0878
애프터 라이프,2010-09-02,-0.15
그렇게 아버지가 된다,2013-12-19,0.1163
실버라이닝 플레이북,2013-02-14,0.1435
사다코 3D : 죽음의 동영상,2012-06-14,-0.0179
극장판 도라에몽: 진구의 비밀도구 박물관,2013-07-25,0.2041
라스트 위치 헌터,2015-12-30,0.0809
리미트리스,2012-07-12,0.1358
퇴마: 무녀굴,2015-08-20,0.0054
헤이트풀8,2016-01-07,0.0969
죽여주는 여자,2016-10-06,0.2692
라스트 나잇,2011-04-07,0.1429
킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,0.0634
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,0.074
파리로 가는 길,2017-08-03,0.3876
아티스트,2012-02-16,0.2424
얼리맨,2018-05-03,0.2581
부탁 하나만 들어줘,2018-12-12,0.5714
데블,2010-11-04,-0.18
감바의 대모험,2016-11-10,0.4857
극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,0.1059
고스트 라이더 : 복수의 화신,2012-02-16,0.069
우먼 인 블랙,2012-02-16,0.0611
정무문 : 100대 1의 전설,2011-06-22,-0.0216
케로로 더 무비 5: 기적의 사차원섬,2010-04-29,0.043
여교사,2017-01-04,0.0365
8인: 최후의 결사단,2010-01-21,0.125
존 윅,2015-01-21,-0.0384
명탐정 코난:전율의 악보,2019-02-14,0.0514
쏘우 3D,2010-11-18,-0.0761
최강전사 미니특공대: 영웅의 탄생,2016-02-04,0.3366
들어는 봤니? 모건 부부,2010-01-28,0.1034
로맨틱 크라운,2011-08-17,0.3016
터키,2014-07-31,0.358
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,0.1634
미라클 벨리에,2015-08-27,0.4567
다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,0.3704
배우는 배우다,2013-10-24,0.0354
"안녕, 나의 소녀",2018-05-16,0.8
셀프/리스,2015-09-10,0.0725
스틸 앨리스,2015-04-29,-0.1724
직쏘,2017-11-02,-0.0819
러브 앤 프렌즈,2011-06-16,0.4688
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,0.09
캣츠 앤 독스 2,2010-09-16,0.2188
당갈,2018-04-25,0.3962
프로포즈 데이,2010-04-08,0.2857
더 콘서트,2010-11-25,0.2286
피터와 드래곤,2016-09-28,0.3704
히트,2011-10-13,0.3421
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,0.4
할로윈,2018-10-31,-0.04
맨 프롬 UNCLE,2015-10-28,0.4577
레드 스패로,2018-02-28,-0.05
마지막 4중주,2013-07-25,0.9545
더 기버: 기억전달자,2014-08-20,0.0945
제로 다크 서티,2013-03-07,0.0671
도희야,2014-05-22,0.0761
우리가 꿈꾸는 기적: 인빅터스,2010-03-04,0.3143
프리덤,2015-11-19,0.7273
웨이 백,2011-03-17,0.2308
아마존의 눈물,2010-03-25,0.1232
더 시그널,2014-07-09,0.15
공주와 개구리,2010-01-21,0.1556
바람이 분다,2013-09-05,-0.083
니드 포 스피드,2014-04-16,0.0733
미래의 미라이,2019-01-16,0.0
라스트 엑소시즘,2010-12-01,-0.1786
5백만불의 사나이,2012-07-19,0.0
인사이드 르윈,2014-01-29,0.2656
킹 오브 프리즘,2016-08-11,0.102
꿈은 이루어진다,2010-05-27,-0.0402
베리 굿 걸,2014-09-25,0.2857
더 테이블,2017-08-24,0.1077
워 호스,2012-02-09,-0.0513
루시드 드림,2017-02-22,-0.0338
박스트롤,2014-11-06,0.6538
일대종사,2013-08-22,0.042
R.I.P.D. : 알.아이.피.디.,2013-08-22,0.051
게이트,2018-02-28,0.12
돌연변이,2015-10-22,0.043
바닷마을 다이어리,2015-12-17,0.3064
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,0.2135
딥워터 호라이즌,2017-01-25,-0.0691
미니특공대X,2018-03-22,0.5333
라스트 미션,2019-03-14,-0.0435
타운,2011-01-27,0.1505
라이언,2017-02-01,0.1639
로덴시아: 마법왕국의 전설,2013-10-02,0.3011
대병소장,2010-03-11,-0.0531
김광석,2017-08-30,-0.3212
맥베스,2015-12-03,0.2778
이웃집에 신이 산다,2015-12-24,0.4062
여중생A,2018-06-20,-0.0159
레이디 버드,2018-04-04,0.3784
콜드 체이싱,2019-02-20,0.2063
인류멸망 보고서,2012-04-11,0.0323
쓰리 빌보드,2018-03-15,0.0052
다크타워: 희망의 탑,2017-08-23,0.0747
슈퍼 빼꼼: 스파이 대작전,2017-05-03,0.1295
하치 이야기,2010-02-18,0.1126
나탈리,2010-10-28,0.069
바스티유 데이,2016-10-13,0.1219
577 프로젝트,2012-08-30,0.0476
기생령,2011-08-05,-0.0452
걷기왕,2016-10-20,0.2093
무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,-0.0299
일사각오,2016-03-17,0.1311
사일런스,2017-02-28,-0.0608
초한지 - 천하대전,2012-01-11,0.119
인비저블 게스트,2017-09-21,0.0652
"나, 다니엘 블레이크",2016-12-08,0.35
나의 산티아고,2016-07-14,0.7308
마야2,2018-02-01,0.5902
커다랗고 커다랗고 커다란 배,2018-05-03,0.7273
베일리 어게인,2018-11-22,0.0629
프리스트,2011-06-09,-0.0826
태풍이 지나가고,2016-07-27,0.3034
루이스,2018-09-20,0.5
본 투 비 블루,2016-06-09,0.2571
7번째 아들,2015-02-11,0.0147
철가방 우수氏,2012-11-22,0.0876
크리미널,2016-06-22,0.1724
